measure_id,state_id,quarter_id,net_change
13: Change Over Previous Quarter,8: Australian Capital Territory,1988-Q2,1172.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1988-Q3,958.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1988-Q4,1018.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1989-Q1,1762.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1989-Q2,565.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1989-Q3,1038.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1989-Q4,1749.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1990-Q1,1440.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1990-Q2,1552.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1990-Q3,1460.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1990-Q4,1341.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1991-Q1,2288.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1991-Q2,2020.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1991-Q3,1197.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1991-Q4,1006.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1992-Q1,1961.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1992-Q2,1403.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1992-Q3,1200.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1992-Q4,432.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1993-Q1,2685.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1993-Q2,549.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1993-Q3,277.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1993-Q4,460.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1994-Q1,923.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1994-Q2,781.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1994-Q3,940.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1994-Q4,155.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1995-Q1,2099.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1995-Q2,450.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1995-Q3,1042.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1995-Q4,142.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1996-Q1,1490.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1996-Q2,1117.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1996-Q3,598.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1996-Q4,428.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1997-Q1,255.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1997-Q2,-377.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1997-Q3,-275.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1997-Q4,23.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1998-Q1,745.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1998-Q2,506.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1998-Q3,200.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1998-Q4,568.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1999-Q1,1166.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1999-Q2,705.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1999-Q3,662.0
13: Change Over Previous Quarter,8: Australian Capital Territory,1999-Q4,598.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2000-Q1,1300.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2000-Q2,504.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2000-Q3,844.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2000-Q4,862.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2001-Q1,1585.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2001-Q2,1012.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2001-Q3,404.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2001-Q4,932.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2002-Q1,1313.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2002-Q2,440.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2002-Q3,628.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2002-Q4,695.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2003-Q1,1133.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2003-Q2,274.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2003-Q3,30.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2003-Q4,209.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2004-Q1,964.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2004-Q2,380.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2004-Q3,191.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2004-Q4,367.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2005-Q1,1418.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2005-Q2,483.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2005-Q3,778.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2005-Q4,1328.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2006-Q1,794.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2006-Q2,871.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2006-Q3,1377.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2006-Q4,1834.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2007-Q1,2163.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2007-Q2,2100.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2007-Q3,697.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2007-Q4,835.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2008-Q1,2301.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2008-Q2,1891.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2008-Q3,1175.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2008-Q4,1558.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2009-Q1,2250.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2009-Q2,1434.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2009-Q3,1525.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2009-Q4,1549.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2010-Q1,2502.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2010-Q2,1405.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2010-Q3,1072.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2010-Q4,1995.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2011-Q1,1904.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2011-Q2,1248.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2011-Q3,1903.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2011-Q4,2182.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2012-Q1,2783.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2012-Q2,1686.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2012-Q3,2047.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2012-Q4,1226.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2013-Q1,2270.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2013-Q2,1175.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2013-Q3,1433.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2013-Q4,1628.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2014-Q1,1872.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2014-Q2,609.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2014-Q3,1855.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2014-Q4,1327.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2015-Q1,2510.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2015-Q2,1322.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2015-Q3,1727.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2015-Q4,1334.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2016-Q1,2799.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2016-Q2,1431.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2016-Q3,3544.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2016-Q4,3238.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2017-Q1,4355.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2017-Q2,2583.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2017-Q3,3388.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2017-Q4,2892.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2018-Q1,4129.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2018-Q2,2907.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2018-Q3,2786.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2018-Q4,2612.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2019-Q1,3405.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2019-Q2,2334.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2019-Q3,2759.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2019-Q4,1780.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2020-Q1,2954.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2020-Q2,1862.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2020-Q3,123.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2020-Q4,676.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2021-Q1,1057.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2021-Q2,1070.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2021-Q3,-950.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2021-Q4,716.0
13: Change Over Previous Quarter,8: Australian Capital Territory,2022-Q1,2545.0
12: Migration Adjustment,AUS: Australia,1981-Q2,-3.6
12: Migration Adjustment,AUS: Australia,1981-Q3,3.3
12: Migration Adjustment,AUS: Australia,1981-Q4,-0.5
12: Migration Adjustment,AUS: Australia,1982-Q1,-1.0
12: Migration Adjustment,AUS: Australia,1982-Q2,3.3
12: Migration Adjustment,AUS: Australia,1982-Q3,2.5
12: Migration Adjustment,AUS: Australia,1982-Q4,-5.0
12: Migration Adjustment,AUS: Australia,1983-Q1,1.1
12: Migration Adjustment,AUS: Australia,1983-Q2,-0.7
12: Migration Adjustment,AUS: Australia,1983-Q3,3.3
12: Migration Adjustment,AUS: Australia,1983-Q4,-1.7
12: Migration Adjustment,AUS: Australia,1984-Q1,-3.3
12: Migration Adjustment,AUS: Australia,1984-Q2,4.2
12: Migration Adjustment,AUS: Australia,1984-Q3,3.6
12: Migration Adjustment,AUS: Australia,1984-Q4,-1.9
12: Migration Adjustment,AUS: Australia,1985-Q1,1.7
12: Migration Adjustment,AUS: Australia,1985-Q2,2.3
12: Migration Adjustment,AUS: Australia,1985-Q3,4.1
12: Migration Adjustment,AUS: Australia,1985-Q4,2.1
12: Migration Adjustment,AUS: Australia,1986-Q1,-1.7
12: Migration Adjustment,AUS: Australia,1986-Q2,2.0
12: Migration Adjustment,AUS: Australia,1986-Q3,3.7
12: Migration Adjustment,AUS: Australia,1986-Q4,2.5
12: Migration Adjustment,AUS: Australia,1987-Q1,6.1
12: Migration Adjustment,AUS: Australia,1987-Q2,4.3
12: Migration Adjustment,AUS: Australia,1987-Q3,6.2
12: Migration Adjustment,AUS: Australia,1987-Q4,-4.3
12: Migration Adjustment,AUS: Australia,1988-Q1,5.5
12: Migration Adjustment,AUS: Australia,1988-Q2,-1.2
12: Migration Adjustment,AUS: Australia,1988-Q3,15.9
12: Migration Adjustment,AUS: Australia,1988-Q4,3.5
12: Migration Adjustment,AUS: Australia,1989-Q1,7.7
12: Migration Adjustment,AUS: Australia,1989-Q2,-6.9
12: Migration Adjustment,AUS: Australia,1989-Q3,4.9
12: Migration Adjustment,AUS: Australia,1989-Q4,5.8
12: Migration Adjustment,AUS: Australia,1990-Q1,6.3
12: Migration Adjustment,AUS: Australia,1990-Q2,3.8
12: Migration Adjustment,AUS: Australia,1990-Q3,-1.2
12: Migration Adjustment,AUS: Australia,1990-Q4,-8.3
12: Migration Adjustment,AUS: Australia,1991-Q1,4.6
12: Migration Adjustment,AUS: Australia,1991-Q2,-3.3
12: Migration Adjustment,AUS: Australia,1991-Q3,-0.8
12: Migration Adjustment,AUS: Australia,1991-Q4,-12.3
12: Migration Adjustment,AUS: Australia,1992-Q1,-1.0
12: Migration Adjustment,AUS: Australia,1992-Q2,-7.2
12: Migration Adjustment,AUS: Australia,1992-Q3,-4.0
12: Migration Adjustment,AUS: Australia,1992-Q4,-13.2
12: Migration Adjustment,AUS: Australia,1993-Q1,-2.0
12: Migration Adjustment,AUS: Australia,1993-Q2,-13.4
12: Migration Adjustment,AUS: Australia,1993-Q3,1.5
12: Migration Adjustment,AUS: Australia,1993-Q4,-8.7
12: Migration Adjustment,AUS: Australia,1994-Q1,-6.2
12: Migration Adjustment,AUS: Australia,1994-Q2,-7.4
12: Migration Adjustment,AUS: Australia,1994-Q3,4.3
12: Migration Adjustment,AUS: Australia,1994-Q4,-15.4
12: Migration Adjustment,AUS: Australia,1995-Q1,-7.8
12: Migration Adjustment,AUS: Australia,1995-Q2,6.1
12: Migration Adjustment,AUS: Australia,1995-Q3,0.2
12: Migration Adjustment,AUS: Australia,1995-Q4,3.8
12: Migration Adjustment,AUS: Australia,1996-Q1,-14.5
12: Migration Adjustment,AUS: Australia,1996-Q2,4.9
12: Migration Adjustment,AUS: Australia,1996-Q3,4.6
12: Migration Adjustment,AUS: Australia,1996-Q4,-0.7
12: Migration Adjustment,AUS: Australia,1997-Q1,-6.7
12: Migration Adjustment,AUS: Australia,1997-Q2,-4.5
12: Migration Adjustment,AUS: Australia,1997-Q3,0.0
12: Migration Adjustment,AUS: Australia,1997-Q4,0.0
12: Migration Adjustment,AUS: Australia,1998-Q1,0.0
12: Migration Adjustment,AUS: Australia,1998-Q2,0.0
12: Migration Adjustment,AUS: Australia,1998-Q3,0.0
12: Migration Adjustment,AUS: Australia,1998-Q4,0.0
12: Migration Adjustment,AUS: Australia,1999-Q1,0.0
12: Migration Adjustment,AUS: Australia,1999-Q2,0.0
12: Migration Adjustment,AUS: Australia,1999-Q3,0.0
12: Migration Adjustment,AUS: Australia,1999-Q4,0.0
12: Migration Adjustment,AUS: Australia,2000-Q1,0.0
12: Migration Adjustment,AUS: Australia,2000-Q2,0.0
12: Migration Adjustment,AUS: Australia,2000-Q3,0.0
12: Migration Adjustment,AUS: Australia,2000-Q4,0.0
12: Migration Adjustment,AUS: Australia,2001-Q1,0.0
12: Migration Adjustment,AUS: Australia,2001-Q2,0.0
12: Migration Adjustment,AUS: Australia,2001-Q3,-7.9
12: Migration Adjustment,AUS: Australia,2001-Q4,3.7
12: Migration Adjustment,AUS: Australia,2002-Q1,-14.2
12: Migration Adjustment,AUS: Australia,2002-Q2,-4.7
12: Migration Adjustment,AUS: Australia,2002-Q3,-10.1
12: Migration Adjustment,AUS: Australia,2002-Q4,0.4
12: Migration Adjustment,AUS: Australia,2003-Q1,-18.8
12: Migration Adjustment,AUS: Australia,2003-Q2,-9.3
12: Migration Adjustment,AUS: Australia,2003-Q3,-20.2
12: Migration Adjustment,AUS: Australia,2003-Q4,-5.2
12: Migration Adjustment,AUS: Australia,2004-Q1,-27.5
12: Migration Adjustment,AUS: Australia,2004-Q2,-11.8
12: Migration Adjustment,AUS: Australia,2004-Q3,-20.4
12: Migration Adjustment,AUS: Australia,2004-Q4,-2.8
12: Migration Adjustment,AUS: Australia,2005-Q1,-21.8
12: Migration Adjustment,AUS: Australia,2005-Q2,-9.3
12: Migration Adjustment,AUS: Australia,2005-Q3,-17.7
12: Migration Adjustment,AUS: Australia,2005-Q4,-4.8
12: Migration Adjustment,AUS: Australia,2006-Q1,-20.5
12: Migration Adjustment,AUS: Australia,2006-Q2,-9.6
12: Migration Adjustment,AUS: Australia,2006-Q3,
12: Migration Adjustment,AUS: Australia,2006-Q4,
12: Migration Adjustment,AUS: Australia,2007-Q1,
12: Migration Adjustment,AUS: Australia,2007-Q2,
12: Migration Adjustment,AUS: Australia,2007-Q3,
12: Migration Adjustment,AUS: Australia,2007-Q4,
12: Migration Adjustment,AUS: Australia,2008-Q1,
12: Migration Adjustment,AUS: Australia,2008-Q2,
12: Migration Adjustment,AUS: Australia,2008-Q3,
12: Migration Adjustment,AUS: Australia,2008-Q4,
12: Migration Adjustment,AUS: Australia,2009-Q1,
12: Migration Adjustment,AUS: Australia,2009-Q2,
12: Migration Adjustment,AUS: Australia,2009-Q3,
12: Migration Adjustment,AUS: Australia,2009-Q4,
12: Migration Adjustment,AUS: Australia,2010-Q1,
12: Migration Adjustment,AUS: Australia,2010-Q2,
12: Migration Adjustment,AUS: Australia,2010-Q3,
12: Migration Adjustment,AUS: Australia,2010-Q4,
12: Migration Adjustment,AUS: Australia,2011-Q1,
12: Migration Adjustment,AUS: Australia,2011-Q2,
12: Migration Adjustment,AUS: Australia,2011-Q3,
12: Migration Adjustment,AUS: Australia,2011-Q4,
12: Migration Adjustment,AUS: Australia,2012-Q1,
12: Migration Adjustment,AUS: Australia,2012-Q2,
12: Migration Adjustment,AUS: Australia,2012-Q3,
12: Migration Adjustment,AUS: Australia,2012-Q4,
12: Migration Adjustment,AUS: Australia,2013-Q1,
12: Migration Adjustment,AUS: Australia,2013-Q2,
12: Migration Adjustment,AUS: Australia,2013-Q3,
12: Migration Adjustment,AUS: Australia,2013-Q4,
12: Migration Adjustment,AUS: Australia,2014-Q1,
12: Migration Adjustment,AUS: Australia,2014-Q2,
12: Migration Adjustment,AUS: Australia,2014-Q3,
12: Migration Adjustment,AUS: Australia,2014-Q4,
12: Migration Adjustment,AUS: Australia,2015-Q1,
12: Migration Adjustment,AUS: Australia,2015-Q2,
12: Migration Adjustment,AUS: Australia,2015-Q3,
12: Migration Adjustment,AUS: Australia,2015-Q4,
12: Migration Adjustment,AUS: Australia,2016-Q1,
12: Migration Adjustment,AUS: Australia,2016-Q2,
12: Migration Adjustment,AUS: Australia,2016-Q3,
12: Migration Adjustment,AUS: Australia,2016-Q4,
12: Migration Adjustment,AUS: Australia,2017-Q1,
12: Migration Adjustment,AUS: Australia,2017-Q2,
12: Migration Adjustment,AUS: Australia,2017-Q3,
12: Migration Adjustment,AUS: Australia,2017-Q4,
12: Migration Adjustment,AUS: Australia,2018-Q1,
12: Migration Adjustment,AUS: Australia,2018-Q2,
12: Migration Adjustment,AUS: Australia,2018-Q3,
12: Migration Adjustment,AUS: Australia,2018-Q4,
12: Migration Adjustment,AUS: Australia,2019-Q1,
12: Migration Adjustment,AUS: Australia,2019-Q2,
12: Migration Adjustment,AUS: Australia,2019-Q3,
12: Migration Adjustment,AUS: Australia,2019-Q4,
12: Migration Adjustment,AUS: Australia,2020-Q1,
12: Migration Adjustment,AUS: Australia,2020-Q2,
12: Migration Adjustment,AUS: Australia,2020-Q3,
12: Migration Adjustment,AUS: Australia,2020-Q4,
12: Migration Adjustment,AUS: Australia,2021-Q1,
12: Migration Adjustment,AUS: Australia,2021-Q2,
12: Migration Adjustment,AUS: Australia,2021-Q3,
12: Migration Adjustment,AUS: Australia,2021-Q4,
12: Migration Adjustment,AUS: Australia,2022-Q1,
7: Overseas Arrivals,AUS: Australia,1981-Q2,48.2
7: Overseas Arrivals,AUS: Australia,1981-Q3,50.0
7: Overseas Arrivals,AUS: Australia,1981-Q4,56.7
7: Overseas Arrivals,AUS: Australia,1982-Q1,58.7
7: Overseas Arrivals,AUS: Australia,1982-Q2,45.3
7: Overseas Arrivals,AUS: Australia,1982-Q3,45.6
7: Overseas Arrivals,AUS: Australia,1982-Q4,45.6
7: Overseas Arrivals,AUS: Australia,1983-Q1,47.4
7: Overseas Arrivals,AUS: Australia,1983-Q2,34.1
7: Overseas Arrivals,AUS: Australia,1983-Q3,34.2
7: Overseas Arrivals,AUS: Australia,1983-Q4,37.8
7: Overseas Arrivals,AUS: Australia,1984-Q1,41.3
7: Overseas Arrivals,AUS: Australia,1984-Q2,32.0
7: Overseas Arrivals,AUS: Australia,1984-Q3,36.8
7: Overseas Arrivals,AUS: Australia,1984-Q4,43.4
7: Overseas Arrivals,AUS: Australia,1985-Q1,46.5
7: Overseas Arrivals,AUS: Australia,1985-Q2,36.5
7: Overseas Arrivals,AUS: Australia,1985-Q3,40.9
7: Overseas Arrivals,AUS: Australia,1985-Q4,48.7
7: Overseas Arrivals,AUS: Australia,1986-Q1,53.6
7: Overseas Arrivals,AUS: Australia,1986-Q2,43.2
7: Overseas Arrivals,AUS: Australia,1986-Q3,47.2
7: Overseas Arrivals,AUS: Australia,1986-Q4,52.7
7: Overseas Arrivals,AUS: Australia,1987-Q1,57.1
7: Overseas Arrivals,AUS: Australia,1987-Q2,47.5
7: Overseas Arrivals,AUS: Australia,1987-Q3,54.2
7: Overseas Arrivals,AUS: Australia,1987-Q4,62.8
7: Overseas Arrivals,AUS: Australia,1988-Q1,69.8
7: Overseas Arrivals,AUS: Australia,1988-Q2,55.4
7: Overseas Arrivals,AUS: Australia,1988-Q3,62.5
7: Overseas Arrivals,AUS: Australia,1988-Q4,66.1
7: Overseas Arrivals,AUS: Australia,1989-Q1,67.9
7: Overseas Arrivals,AUS: Australia,1989-Q2,53.4
7: Overseas Arrivals,AUS: Australia,1989-Q3,57.5
7: Overseas Arrivals,AUS: Australia,1989-Q4,59.3
7: Overseas Arrivals,AUS: Australia,1990-Q1,64.3
7: Overseas Arrivals,AUS: Australia,1990-Q2,50.8
7: Overseas Arrivals,AUS: Australia,1990-Q3,58.7
7: Overseas Arrivals,AUS: Australia,1990-Q4,60.2
7: Overseas Arrivals,AUS: Australia,1991-Q1,68.5
7: Overseas Arrivals,AUS: Australia,1991-Q2,49.0
7: Overseas Arrivals,AUS: Australia,1991-Q3,60.1
7: Overseas Arrivals,AUS: Australia,1991-Q4,59.6
7: Overseas Arrivals,AUS: Australia,1992-Q1,68.3
7: Overseas Arrivals,AUS: Australia,1992-Q2,46.1
7: Overseas Arrivals,AUS: Australia,1992-Q3,52.4
7: Overseas Arrivals,AUS: Australia,1992-Q4,53.7
7: Overseas Arrivals,AUS: Australia,1993-Q1,59.3
7: Overseas Arrivals,AUS: Australia,1993-Q2,38.4
7: Overseas Arrivals,AUS: Australia,1993-Q3,49.3
7: Overseas Arrivals,AUS: Australia,1993-Q4,50.9
7: Overseas Arrivals,AUS: Australia,1994-Q1,63.5
7: Overseas Arrivals,AUS: Australia,1994-Q2,43.7
7: Overseas Arrivals,AUS: Australia,1994-Q3,56.6
7: Overseas Arrivals,AUS: Australia,1994-Q4,58.2
7: Overseas Arrivals,AUS: Australia,1995-Q1,73.3
7: Overseas Arrivals,AUS: Australia,1995-Q2,50.5
7: Overseas Arrivals,AUS: Australia,1995-Q3,64.0
7: Overseas Arrivals,AUS: Australia,1995-Q4,66.2
7: Overseas Arrivals,AUS: Australia,1996-Q1,82.7
7: Overseas Arrivals,AUS: Australia,1996-Q2,49.9
7: Overseas Arrivals,AUS: Australia,1996-Q3,64.3
7: Overseas Arrivals,AUS: Australia,1996-Q4,64.4
7: Overseas Arrivals,AUS: Australia,1997-Q1,82.7
7: Overseas Arrivals,AUS: Australia,1997-Q2,49.5
7: Overseas Arrivals,AUS: Australia,1997-Q3,65.1
7: Overseas Arrivals,AUS: Australia,1997-Q4,62.9
7: Overseas Arrivals,AUS: Australia,1998-Q1,83.4
7: Overseas Arrivals,AUS: Australia,1998-Q2,54.1
7: Overseas Arrivals,AUS: Australia,1998-Q3,67.6
7: Overseas Arrivals,AUS: Australia,1998-Q4,63.3
7: Overseas Arrivals,AUS: Australia,1999-Q1,85.4
7: Overseas Arrivals,AUS: Australia,1999-Q2,55.6
7: Overseas Arrivals,AUS: Australia,1999-Q3,75.3
7: Overseas Arrivals,AUS: Australia,1999-Q4,73.6
7: Overseas Arrivals,AUS: Australia,2000-Q1,93.9
7: Overseas Arrivals,AUS: Australia,2000-Q2,62.4
7: Overseas Arrivals,AUS: Australia,2000-Q3,80.2
7: Overseas Arrivals,AUS: Australia,2000-Q4,81.0
7: Overseas Arrivals,AUS: Australia,2001-Q1,116.1
7: Overseas Arrivals,AUS: Australia,2001-Q2,71.2
7: Overseas Arrivals,AUS: Australia,2001-Q3,88.8
7: Overseas Arrivals,AUS: Australia,2001-Q4,80.4
7: Overseas Arrivals,AUS: Australia,2002-Q1,113.9
7: Overseas Arrivals,AUS: Australia,2002-Q2,70.3
7: Overseas Arrivals,AUS: Australia,2002-Q3,93.6
7: Overseas Arrivals,AUS: Australia,2002-Q4,84.2
7: Overseas Arrivals,AUS: Australia,2003-Q1,122.0
7: Overseas Arrivals,AUS: Australia,2003-Q2,74.1
7: Overseas Arrivals,AUS: Australia,2003-Q3,101.7
7: Overseas Arrivals,AUS: Australia,2003-Q4,90.7
7: Overseas Arrivals,AUS: Australia,2004-Q1,128.9
7: Overseas Arrivals,AUS: Australia,2004-Q2,80.0
7: Overseas Arrivals,AUS: Australia,2004-Q3,107.7
7: Overseas Arrivals,AUS: Australia,2004-Q4,95.9
7: Overseas Arrivals,AUS: Australia,2005-Q1,138.7
7: Overseas Arrivals,AUS: Australia,2005-Q2,84.6
7: Overseas Arrivals,AUS: Australia,2005-Q3,114.1
7: Overseas Arrivals,AUS: Australia,2005-Q4,104.9
7: Overseas Arrivals,AUS: Australia,2006-Q1,146.0
7: Overseas Arrivals,AUS: Australia,2006-Q2,92.4
7: Overseas Arrivals,AUS: Australia,2006-Q3,108.4
7: Overseas Arrivals,AUS: Australia,2006-Q4,105.0
7: Overseas Arrivals,AUS: Australia,2007-Q1,125.2
7: Overseas Arrivals,AUS: Australia,2007-Q2,98.8
7: Overseas Arrivals,AUS: Australia,2007-Q3,120.1
7: Overseas Arrivals,AUS: Australia,2007-Q4,116.4
7: Overseas Arrivals,AUS: Australia,2008-Q1,146.6
7: Overseas Arrivals,AUS: Australia,2008-Q2,118.2
7: Overseas Arrivals,AUS: Australia,2008-Q3,139.0
7: Overseas Arrivals,AUS: Australia,2008-Q4,132.2
7: Overseas Arrivals,AUS: Australia,2009-Q1,143.2
7: Overseas Arrivals,AUS: Australia,2009-Q2,105.4
7: Overseas Arrivals,AUS: Australia,2009-Q3,122.6
7: Overseas Arrivals,AUS: Australia,2009-Q4,107.6
7: Overseas Arrivals,AUS: Australia,2010-Q1,119.2
7: Overseas Arrivals,AUS: Australia,2010-Q2,88.5
7: Overseas Arrivals,AUS: Australia,2010-Q3,109.6
7: Overseas Arrivals,AUS: Australia,2010-Q4,107.8
7: Overseas Arrivals,AUS: Australia,2011-Q1,120.4
7: Overseas Arrivals,AUS: Australia,2011-Q2,94.0
7: Overseas Arrivals,AUS: Australia,2011-Q3,117.7
7: Overseas Arrivals,AUS: Australia,2011-Q4,116.9
7: Overseas Arrivals,AUS: Australia,2012-Q1,128.7
7: Overseas Arrivals,AUS: Australia,2012-Q2,104.0
7: Overseas Arrivals,AUS: Australia,2012-Q3,125.9
7: Overseas Arrivals,AUS: Australia,2012-Q4,119.7
7: Overseas Arrivals,AUS: Australia,2013-Q1,134.2
7: Overseas Arrivals,AUS: Australia,2013-Q2,102.2
7: Overseas Arrivals,AUS: Australia,2013-Q3,128.1
7: Overseas Arrivals,AUS: Australia,2013-Q4,114.1
